datetime,open,high,low,close,volume
2025-08-12 11:36:31,30159.185117142464,30168.51611478051,30125.357369788147,30134.680785992703,142.0
2025-08-12 11:37:31,30134.680785992703,30164.25736493602,30074.277758893524,30103.824052577864,259.0
2025-08-12 11:38:31,30103.824052577864,30138.88983264523,30019.859804635165,30054.86855996926,254.0
2025-08-12 11:39:31,30054.86855996926,30152.365039813776,29994.495680868335,30091.917737976975,385.0
2025-08-12 11:40:31,30091.917737976975,30188.876671326372,30063.0467169539,30159.940387485512,296.0
2025-08-12 11:41:31,30159.940387485512,30182.536906306825,30130.476503784073,30153.067873560387,409.0
2025-08-12 11:42:31,30153.067873560387,30203.946583116325,30051.650537855872,30102.443827043644,463.0
2025-08-12 11:43:31,30102.443827043644,30130.447067536472,30024.88982877545,30052.846931027318,225.0
2025-08-12 11:44:31,30052.846931027318,30137.607244002018,30007.275736196272,30091.976713994925,443.0
2025-08-12 11:45:31,30091.976713994925,30144.60462276772,30084.1257225965,30136.741952126587,126.0
2025-08-12 11:46:31,30136.741952126587,30194.837583260767,30111.429421315945,30169.49754029118,462.0
2025-08-12 11:47:31,30169.49754029118,30176.6463653083,30122.228749694408,30129.36806581631,130.0
2025-08-12 11:48:31,30129.36806581631,30146.52485369682,30126.20574290267,30143.361062104093,432.0
2025-08-12 11:49:31,30143.361062104093,30191.517116004976,30102.25002932498,30150.396487958023,225.0
2025-08-12 11:50:31,30150.396487958023,30170.724946964358,30143.261130562398,30163.586468043544,484.0
2025-08-12 11:51:31,30163.586468043544,30270.010285395543,30109.873020159113,30216.203140996495,108.0
2025-08-12 11:52:31,30216.203140996495,30254.000301741333,30191.93227520709,30229.71857980961,259.0
2025-08-12 11:53:31,30229.71857980961,30287.478202341605,30213.056208967442,30270.7931915132,455.0
2025-08-12 11:54:31,30270.7931915132,30286.858804725285,30258.82081714914,30274.88481208803,71.0
2025-08-12 11:55:31,30274.88481208803,30339.86593645661,30227.442304068318,30292.395987405147,169.0
2025-08-12 11:56:31,30292.395987405147,30352.636399418065,30270.45391697672,30330.666607951935,87.0
2025-08-12 11:57:31,30330.666607951935,30348.310604253318,30224.80961952775,30242.402270579707,194.0
2025-08-12 11:58:31,30242.402270579707,30253.454949062576,30212.02758485211,30223.073199147086,225.0
2025-08-12 11:59:31,30223.073199147086,30264.657536251092,30153.109119137996,30194.654354367296,328.0
2025-08-12 12:00:31,30194.654354367296,30213.627802783234,30137.14838059784,30156.09760106398,165.0
2025-08-12 12:01:31,30156.09760106398,30178.069649970625,30117.547771537207,30139.507732891954,121.0
2025-08-12 12:02:31,30139.507732891954,30253.079434523283,30116.25410024318,30229.756172201935,126.0
2025-08-12 12:03:31,30229.756172201935,30254.2157121469,30153.03652237947,30177.453743314607,472.0
2025-08-12 12:04:31,30177.453743314607,30240.359434723872,30173.05355496034,30235.950716899086,478.0
2025-08-12 12:05:31,30235.950716899086,30247.804412846097,30122.541582897065,30134.35544945617,149.0
2025-08-12 12:06:31,30134.35544945617,30138.57197841117,30109.965412109526,30114.179117905223,137.0
2025-08-12 12:07:31,30114.179117905223,30148.581558056896,30089.588628856083,30123.98306334995,74.0
2025-08-12 12:08:31,30123.98306334995,30193.910157814553,30089.435913130234,30159.32247921895,481.0
2025-08-12 12:09:31,30159.32247921895,30230.650028065353,30130.96604457716,30202.25322902208,367.0
2025-08-12 12:10:31,30202.25322902208,30269.416249352013,30183.0804410907,30250.213015916564,392.0
2025-08-12 12:11:31,30250.213015916564,30285.40834619872,30193.95156432221,30229.122356174335,180.0
2025-08-12 12:12:31,30229.122356174335,30234.021274414234,30196.28790819043,30201.1822984769,338.0
2025-08-12 12:13:31,30201.1822984769,30275.126684634786,30179.144022386903,30253.050559461775,76.0
2025-08-12 12:14:31,30253.050559461775,30301.06512459866,30193.48149685335,30241.477694716265,354.0
2025-08-12 12:15:31,30241.477694716265,30242.237624076002,30163.660767592533,30164.41876056057,310.0
2025-08-12 12:16:31,30164.41876056057,30171.05299598942,30089.5070691201,30096.126284588936,199.0
2025-08-12 12:17:31,30096.126284588936,30106.404373116133,30030.57402979605,30040.83323526666,369.0
2025-08-12 12:18:31,30040.83323526666,30071.107414561353,30040.44454389179,30070.718336510086,340.0
2025-08-12 12:19:31,30070.718336510086,30123.008472359874,30027.00756198911,30079.285244986902,247.0
2025-08-12 12:20:31,30079.285244986902,30158.876793776366,30041.313477176358,30120.85255184246,134.0
2025-08-12 12:21:31,30120.85255184246,30121.7388150242,30094.23961140828,30095.12511759692,60.0
2025-08-12 12:22:31,30095.12511759692,30135.64028354866,30064.16382709858,30104.66917430688,471.0
2025-08-12 12:23:31,30104.66917430688,30209.099962485834,30038.011796011706,30142.359131563284,176.0
2025-08-12 12:24:31,30142.359131563284,30152.780146292986,30113.30146103003,30123.716030344116,185.0
2025-08-12 12:25:31,30123.716030344116,30187.11672778041,30087.880194873385,30151.248139506766,356.0
2025-08-12 12:26:31,30151.248139506766,30155.86206067202,30106.750945489384,30111.358762547785,164.0
2025-08-12 12:27:31,30111.358762547785,30127.926107297688,30072.94728978072,30089.502609220508,219.0
2025-08-12 12:28:31,30089.502609220508,30110.657608164645,30045.39991601001,30066.53876978866,370.0
2025-08-12 12:29:31,30066.53876978866,30070.127698247023,29991.13482024503,29994.71517539391,317.0
2025-08-12 12:30:31,29994.71517539391,30072.60882220346,29946.09633608831,30023.94260775764,345.0
2025-08-12 12:31:31,30023.94260775764,30094.32903670249,29925.448835794305,29995.769216638208,52.0
2025-08-12 12:32:31,29995.769216638208,30024.798459456706,29967.490231239313,29996.518767406982,253.0
2025-08-12 12:33:31,29996.518767406982,30054.948930817547,29966.972348571697,30025.374089636225,263.0
2025-08-12 12:34:31,30025.374089636225,30065.890212107497,30011.69669568175,30052.200597931514,334.0
2025-08-12 12:35:31,30052.200597931514,30133.94091875867,30010.534957218788,30092.219793741937,118.0
2025-08-12 12:36:31,30092.219793741937,30134.64891194965,30043.872322037096,30086.293083763303,121.0
2025-08-12 12:37:31,30086.293083763303,30091.523215757356,30055.607202321462,30060.832908377182,393.0
2025-08-12 12:38:31,30060.832908377182,30082.764606503853,30034.112297100084,30056.040498794024,352.0
2025-08-12 12:39:31,30056.040498794024,30067.400810417123,29943.460228279844,29954.782267228104,415.0
2025-08-12 12:40:31,29954.782267228104,29968.33795703619,29854.695213598956,29868.211726911602,171.0
2025-08-12 12:41:31,29868.211726911602,29877.794932080527,29779.74491432053,29789.302801588678,498.0
2025-08-12 12:42:31,29789.302801588678,29796.410552798345,29722.853848809656,29729.94743778257,172.0
2025-08-12 12:43:31,29729.94743778257,29800.6719618482,29683.04047198094,29753.72747665732,342.0
2025-08-12 12:44:31,29753.72747665732,29785.492370717264,29668.186061602326,29699.893482825886,122.0
2025-08-12 12:45:31,29699.893482825886,29701.525042500605,29675.80887396513,29677.43920011683,463.0
2025-08-12 12:46:31,29677.43920011683,29788.357810120408,29643.82386683577,29754.65501527154,199.0
2025-08-12 12:47:31,29754.65501527154,29792.28096105147,29695.862397740773,29733.46154353199,411.0
2025-08-12 12:48:31,29733.46154353199,29819.68804302588,29691.187588740213,29777.351686823804,199.0
2025-08-12 12:49:31,29777.351686823804,29786.652804661288,29712.518474245215,29721.802240910984,405.0
2025-08-12 12:50:31,29721.802240910984,29762.16804754156,29669.243575692908,29709.59280042479,254.0
2025-08-12 12:51:31,29709.59280042479,29724.68762375066,29638.13068824897,29653.19685797486,78.0
2025-08-12 12:52:31,29653.19685797486,29658.987031086417,29627.310595910436,29633.096844232376,135.0
2025-08-12 12:53:31,29633.096844232376,29689.402103251752,29626.64617263032,29682.94058143104,357.0
2025-08-12 12:54:31,29682.94058143104,29694.332921503923,29569.22055330302,29580.573604835525,136.0
2025-08-12 12:55:31,29580.573604835525,29614.818870267016,29572.047919625467,29606.285774319556,173.0
2025-08-12 12:56:31,29606.285774319556,29627.84147176728,29598.81391385322,29620.366057801722,293.0
2025-08-12 12:57:31,29620.366057801722,29621.6272521433,29583.92938742202,29585.189083976555,163.0
2025-08-12 12:58:31,29585.189083976555,29587.51444155872,29497.430262781247,29499.748904875887,107.0
2025-08-12 12:59:31,29499.748904875887,29524.010642220364,29479.745965045782,29504.004816577708,330.0
2025-08-12 13:00:31,29504.004816577708,29519.704764187747,29457.09371310241,29472.777043497117,360.0
2025-08-12 13:01:31,29472.777043497117,29572.42632500543,29386.886160724167,29486.49546340069,379.0
2025-08-12 13:02:31,29486.49546340069,29540.18357644888,29434.098354921676,29487.784177941347,474.0
2025-08-12 13:03:31,29487.784177941347,29591.986542077557,29478.22976655708,29582.401473504528,106.0
2025-08-12 13:04:31,29582.401473504528,29604.889721902233,29545.76594845119,29568.243434047625,242.0
2025-08-12 13:05:31,29568.243434047625,29585.316214019156,29490.741426203138,29507.779294024378,155.0
2025-08-12 13:06:31,29507.779294024378,29519.735543051,29506.405486376934,29518.361242734758,455.0
2025-08-12 13:07:31,29518.361242734758,29553.850585117118,29495.87253830007,29531.351983624467,292.0
2025-08-12 13:08:31,29531.351983624467,29646.54728118719,29496.63768515452,29611.738487852857,94.0
2025-08-12 13:09:31,29611.738487852857,29666.94545416563,29606.040564033967,29661.238005594205,361.0
2025-08-12 13:10:31,29661.238005594205,29716.018084368025,29627.659933232775,29682.41603736726,69.0
2025-08-12 13:11:31,29682.41603736726,29839.20037700722,29612.8316119683,29769.412007139555,173.0
2025-08-12 13:12:31,29769.412007139555,29816.75883687392,29651.484128833297,29698.71852395488,374.0
2025-08-12 13:13:31,29698.71852395488,29709.85738923292,29649.618600320504,29660.74322250026,277.0
2025-08-12 13:14:31,29660.74322250026,29692.712857509097,29573.917813671324,29605.82825895157,392.0
2025-08-12 13:15:31,29605.82825895157,29641.94369075061,29546.66868327987,29582.755969752936,307.0
2025-08-12 13:16:31,29582.755969752936,29607.332432427484,29476.90677292136,29501.41566051684,429.0
2025-08-12 13:17:31,29501.41566051684,29543.226036398086,29497.110274240487,29538.9151775062,303.0
2025-08-12 13:18:31,29538.9151775062,29539.41845827414,29525.286602573167,29525.78965970999,75.0
2025-08-12 13:19:31,29525.78965970999,29534.147483298842,29430.730570323813,29439.063844558626,82.0
2025-08-12 13:20:31,29439.063844558626,29470.990955621637,29347.466807729044,29379.329135594548,399.0
2025-08-12 13:21:31,29379.329135594548,29449.65008238413,29327.46814695443,29397.756565270785,67.0
2025-08-12 13:22:31,29397.756565270785,29475.752095441818,29369.12846926182,29447.075971254704,219.0
2025-08-12 13:23:31,29447.075971254704,29565.1517176633,29446.832093222987,29564.90686376674,57.0
2025-08-12 13:24:31,29564.90686376674,29743.76603764681,29558.88207202207,29737.70603256592,186.0
2025-08-12 13:25:31,29737.70603256592,29806.147287456883,29693.95844018575,29762.36342121663,317.0
2025-08-12 13:26:31,29762.36342121663,29777.335338503417,29688.577366228437,29703.519682250702,127.0
2025-08-12 13:27:31,29703.519682250702,29775.227182318882,29505.72839977615,29577.130783411358,259.0
2025-08-12 13:28:31,29577.130783411358,29612.159202952185,29557.953148941768,29592.97129758807,498.0
2025-08-12 13:29:31,29592.97129758807,29637.12714275019,29500.81159451157,29544.89570580264,81.0
2025-08-12 13:30:31,29544.89570580264,29546.475114255572,29518.784426423383,29520.362523383592,78.0
2025-08-12 13:31:31,29520.362523383592,29523.880430663,29480.732392574853,29484.245995889672,172.0
2025-08-12 13:32:31,29484.245995889672,29518.72894632606,29441.47169636661,29475.944938399603,422.0
2025-08-12 13:33:31,29475.944938399603,29544.130791924104,29470.678908474787,29538.853523055466,232.0
2025-08-12 13:34:31,29538.853523055466,29568.64354813464,29518.34946577308,29548.13304957507,337.0
2025-08-12 13:35:31,29548.13304957507,29563.102213438902,29523.79539467838,29538.75981003379,65.0
2025-08-12 13:36:31,29538.75981003379,29576.359188406364,29440.117697594676,29477.639276693546,380.0
2025-08-12 13:37:31,29477.639276693546,29493.448045296245,29363.317128719405,29379.073036546248,80.0
2025-08-12 13:38:31,29379.073036546248,29390.4024879385,29339.19393936897,29350.512376914576,370.0
2025-08-12 13:39:31,29350.512376914576,29357.45220049022,29340.416378725015,29347.355455857978,116.0
2025-08-12 13:40:31,29347.355455857978,29497.46267628194,29301.36295271829,29451.307262252743,436.0
2025-08-12 13:41:31,29451.307262252743,29470.425826324834,29439.866189200005,29458.981771923085,183.0
2025-08-12 13:42:31,29458.981771923085,29568.884095680558,29407.13939306814,29516.939721515533,132.0
2025-08-12 13:43:31,29516.939721515533,29539.130452480447,29465.310494806272,29487.47907736303,201.0
2025-08-12 13:44:31,29487.47907736303,29491.27180388051,29413.896060374325,29417.679809198784,50.0
2025-08-12 13:45:31,29417.679809198784,29487.898392958636,29290.868408171355,29360.951584392926,124.0
2025-08-12 13:46:31,29360.951584392926,29393.252611122094,29286.141590083433,29318.395799680824,319.0
2025-08-12 13:47:31,29318.395799680824,29446.491188343647,29315.38591186207,29443.468460304022,185.0
2025-08-12 13:48:31,29443.468460304022,29496.416287508702,29342.27830526712,29395.139222598038,209.0
2025-08-12 13:49:31,29395.139222598038,29479.555435995637,29360.11815825331,29444.47559281055,413.0
2025-08-12 13:50:31,29444.47559281055,29464.975191570717,29370.888527369058,29391.35114024511,105.0
2025-08-12 13:51:31,29391.35114024511,29452.757545606248,29384.768434913807,29446.162564301252,228.0
2025-08-12 13:52:31,29446.162564301252,29468.90086980552,29446.10369092723,29468.841951087317,133.0
2025-08-12 13:53:31,29468.841951087317,29477.150863980736,29451.305211778716,29459.611522098527,267.0
2025-08-12 13:54:31,29459.611522098527,29480.194376320727,29436.628747353523,29457.20992362586,199.0
2025-08-12 13:55:31,29457.20992362586,29459.841053478678,29416.031048335077,29418.658734780183,70.0
2025-08-12 13:56:31,29418.658734780183,29491.970655642293,29371.646177311613,29444.916137468987,81.0
2025-08-12 13:57:31,29444.916137468987,29448.894836177446,29414.15934383836,29418.134423709213,433.0
2025-08-12 13:58:31,29418.134423709213,29431.373192373387,29332.906302460196,29346.112659841692,75.0
2025-08-12 13:59:31,29346.112659841692,29352.786535546176,29264.54658999215,29271.203429883557,402.0
2025-08-12 14:00:31,29271.203429883557,29328.59968995497,29223.928946715634,29281.308885961207,462.0
2025-08-12 14:01:31,29281.308885961207,29402.96785160154,29252.36337914144,29373.930785083292,259.0
2025-08-12 14:02:31,29373.930785083292,29394.042414212596,29363.223251847863,29383.331454197898,190.0
2025-08-12 14:03:31,29383.331454197898,29404.664196454396,29355.03262166252,29376.36030275783,399.0
2025-08-12 14:04:31,29376.36030275783,29401.40590020648,29368.117282930398,29393.158166890866,492.0
2025-08-12 14:05:31,29393.158166890866,29514.258331747224,29349.048753778687,29470.03355409364,104.0
2025-08-12 14:06:31,29470.03355409364,29513.19894333356,29439.814683221317,29482.966810569058,483.0
2025-08-12 14:07:31,29482.966810569058,29498.823084644057,29442.90280920412,29458.74605708307,474.0
2025-08-12 14:08:31,29458.74605708307,29560.26586784657,29422.558320322874,29523.997974273258,114.0
2025-08-12 14:09:31,29523.997974273258,29568.22293493547,29505.117277456156,29549.326040733984,74.0
2025-08-12 14:10:31,29549.326040733984,29659.20275750906,29530.408158578746,29640.22667952323,371.0
2025-08-12 14:11:31,29640.22667952323,29667.052553267687,29624.270865245155,29651.09089060875,84.0
2025-08-12 14:12:31,29651.09089060875,29658.442806271672,29571.232112871672,29578.56604617632,320.0
2025-08-12 14:13:31,29578.56604617632,29582.74832237511,29493.56945681402,29497.740304616498,79.0
2025-08-12 14:14:31,29497.740304616498,29621.13693519557,29471.987107755733,29595.298564452158,360.0
2025-08-12 14:15:31,29595.298564452158,29713.381986035103,29579.470663221928,29697.499426625003,154.0
2025-08-12 14:16:31,29697.499426625003,29744.199583427806,29640.155404398654,29686.8387970603,93.0
2025-08-12 14:17:31,29686.8387970603,29727.864495180143,29623.102003247386,29664.09627235725,79.0
2025-08-12 14:18:31,29664.09627235725,29766.751807579123,29648.31860717183,29750.927958574048,134.0
2025-08-12 14:19:31,29750.927958574048,29788.088651777627,29648.05104757504,29685.129554626117,293.0
2025-08-12 14:20:31,29685.129554626117,29697.306751456428,29619.90145361613,29632.05687939736,84.0
2025-08-12 14:21:31,29632.05687939736,29684.02704801531,29618.255210643674,29670.2076098659,411.0
2025-08-12 14:22:31,29670.2076098659,29740.662679196936,29576.40132827914,29646.80081568339,321.0
2025-08-12 14:23:31,29646.80081568339,29698.31849415993,29594.97997256808,29646.497123313955,183.0
2025-08-12 14:24:31,29646.497123313955,29652.53413376079,29630.77265087136,29636.807688227724,493.0
2025-08-12 14:25:31,29636.807688227724,29690.275212302142,29603.378761388733,29656.82370833275,346.0
2025-08-12 14:26:31,29656.82370833275,29755.098167339318,29642.190991763568,29740.424202174414,352.0
2025-08-12 14:27:31,29740.424202174414,29750.019394570827,29736.218327046816,29745.812757396594,128.0
2025-08-12 14:28:31,29745.812757396594,29853.405603631836,29676.64269588817,29784.14640216318,369.0
2025-08-12 14:29:31,29784.14640216318,29791.20006589745,29655.246385572915,29662.271186073023,301.0
2025-08-12 14:30:31,29662.271186073023,29718.715743261,29602.942072295955,29659.381129974616,493.0
2025-08-12 14:31:31,29659.381129974616,29672.829829284856,29595.977870468338,29609.403908192176,265.0
2025-08-12 14:32:31,29609.403908192176,29617.09666396285,29529.641123673682,29537.31515021865,355.0
2025-08-12 14:33:31,29537.31515021865,29567.588585272784,29455.26384029094,29485.484152631278,203.0
2025-08-12 14:34:31,29485.484152631278,29490.318400958095,29460.956132827767,29465.787151762346,68.0
2025-08-12 14:35:31,29465.787151762346,29536.962032720945,29448.66870250343,29519.81219706153,107.0
2025-08-12 14:36:31,29519.81219706153,29586.991508309413,29374.604911752882,29441.606246872932,440.0
2025-08-12 14:37:31,29441.606246872932,29462.28293535725,29422.734450504606,29443.40998281093,382.0
2025-08-12 14:38:31,29443.40998281093,29446.74204669568,29411.58374547392,29414.912584353406,214.0
2025-08-12 14:39:31,29414.912584353406,29444.700591317574,29365.87345675553,29395.641948658125,364.0
2025-08-12 14:40:31,29395.641948658125,29458.383386553396,29391.920557090925,29454.654524188267,51.0
2025-08-12 14:41:31,29454.654524188267,29503.582213050344,29437.462420925985,29486.371597155594,66.0
2025-08-12 14:42:31,29486.371597155594,29580.97030907913,29470.790227891877,29565.347207039424,278.0
2025-08-12 14:43:31,29565.347207039424,29583.272415578333,29538.292920055697,29556.2125903573,331.0
2025-08-12 14:44:31,29556.2125903573,29595.77010543358,29475.59985794262,29515.10235179869,471.0
2025-08-12 14:45:31,29515.10235179869,29546.01396966176,29470.993096454837,29501.89087773917,391.0
2025-08-12 14:46:31,29501.89087773917,29557.456963675973,29460.656493073526,29516.20257574805,165.0
2025-08-12 14:47:31,29516.20257574805,29546.195304458568,29496.642146731807,29526.62796652117,416.0
2025-08-12 14:48:31,29526.62796652117,29583.406083393013,29406.00559928273,29462.660710563185,271.0
2025-08-12 14:49:31,29462.660710563185,29501.21421516369,29429.445839720476,29467.99333256418,421.0
2025-08-12 14:50:31,29467.99333256418,29484.3247716783,29465.11713876409,29481.447264720722,128.0
2025-08-12 14:51:31,29481.447264720722,29658.12729053757,29453.719072771546,29630.259136526536,61.0
2025-08-12 14:52:31,29630.259136526536,29757.432383593245,29614.57666092523,29741.690930229448,75.0
2025-08-12 14:53:31,29741.690930229448,29743.870261988675,29688.80479497787,29690.980410907836,495.0
2025-08-12 14:54:31,29690.980410907836,29692.094512464184,29672.806465368598,29673.919926760438,86.0
2025-08-12 14:55:31,29673.919926760438,29676.61642344983,29584.506168433458,29587.194784328534,472.0
2025-08-12 14:56:31,29587.194784328534,29588.10703192843,29551.349526742662,29552.26069723683,377.0
2025-08-12 14:57:31,29552.26069723683,29577.259537634818,29545.925428107825,29570.92026835821,115.0
2025-08-12 14:58:31,29570.92026835821,29685.066336294745,29528.279630137935,29642.322737232673,438.0
2025-08-12 14:59:31,29642.322737232673,29657.63331534905,29583.842489622046,29599.130758617495,114.0
2025-08-12 15:00:31,29599.130758617495,29626.202835586428,29533.395065006414,29560.431746928392,114.0
2025-08-12 15:01:31,29560.431746928392,29600.88029953813,29393.479157337348,29433.754372951553,308.0
2025-08-12 15:02:31,29433.754372951553,29439.333703318236,29418.60267740037,29424.180192928467,179.0
2025-08-12 15:03:31,29424.180192928467,29448.30078024248,29337.65583369091,29361.7252232982,180.0
2025-08-12 15:04:31,29361.7252232982,29364.994664009682,29327.385187452135,29330.651168054224,137.0
2025-08-12 15:05:31,29330.651168054224,29342.050032320425,29267.879558918856,29279.258450269663,323.0
2025-08-12 15:06:31,29279.258450269663,29322.515441219246,29230.49025848889,29273.73909517823,62.0
2025-08-12 15:07:31,29273.73909517823,29288.568678264004,29156.231665703915,29171.009207559193,160.0
2025-08-12 15:08:31,29171.009207559193,29209.275829786588,29047.389760031045,29085.544269081576,299.0
2025-08-12 15:09:31,29085.544269081576,29229.27534403029,29066.02123703514,29209.668995990218,268.0
2025-08-12 15:10:31,29209.668995990218,29232.296320298763,29111.986228164136,29134.555365559434,364.0
2025-08-12 15:11:31,29134.555365559434,29151.36589828706,29053.942990136446,29070.71668817887,147.0
2025-08-12 15:12:31,29070.71668817887,29186.87041956537,29061.593744353973,29177.713897980942,341.0
2025-08-12 15:13:31,29177.713897980942,29362.165448654814,29163.365832457985,29347.733776295394,391.0
2025-08-12 15:14:31,29347.733776295394,29373.93707109346,29252.906657040556,29279.048625902593,224.0
2025-08-12 15:15:31,29279.048625902593,29301.72554365489,29234.832384235622,29257.492606634114,165.0
2025-08-12 15:16:31,29257.492606634114,29295.606751322422,29239.38378244777,29277.485552571114,299.0
2025-08-12 15:17:31,29277.485552571114,29398.168025166167,29258.268663218132,29378.884580442656,310.0
2025-08-12 15:18:31,29378.884580442656,29395.502415944804,29304.371176834396,29320.95624582586,92.0
2025-08-12 15:19:31,29320.95624582586,29353.18559333186,29274.36267014685,29306.576211240263,304.0
2025-08-12 15:20:31,29306.576211240263,29370.6303907735,29288.148344740224,29352.173852645552,119.0
2025-08-12 15:21:31,29352.173852645552,29427.941844566863,29301.98328042911,29377.707611054608,305.0
2025-08-12 15:22:31,29377.707611054608,29444.325799442664,29289.046626756284,29355.614716319647,469.0
2025-08-12 15:23:31,29355.614716319647,29385.872048390604,29317.509621985042,29347.758856887882,291.0
2025-08-12 15:24:31,29347.758856887882,29349.825500455598,29265.108519843747,29267.16948837846,392.0
2025-08-12 15:25:31,29267.16948837846,29301.593542397943,29218.823805535158,29253.231465647896,189.0
2025-08-12 15:26:31,29253.231465647896,29275.978951841375,29214.914856724146,29237.650226853977,465.0
2025-08-12 15:27:31,29237.650226853977,29269.660271543853,29219.228094805065,29251.229583379893,415.0
2025-08-12 15:28:31,29251.229583379893,29282.1526633085,29187.870856096182,29218.759610234414,462.0
2025-08-12 15:29:31,29218.759610234414,29277.091989652992,29188.02476887053,29246.32814929374,383.0
2025-08-12 15:30:31,29246.32814929374,29309.85296158893,29242.10836101272,29305.624617753812,342.0
2025-08-12 15:31:31,29305.624617753812,29350.4037200592,29269.96792451907,29314.73594090976,286.0
2025-08-12 15:32:31,29314.73594090976,29360.070592418957,29290.049211473917,29335.366489442014,467.0
2025-08-12 15:33:31,29335.366489442014,29365.41081710911,29308.44385307489,29338.485318425657,431.0
2025-08-12 15:34:31,29338.485318425657,29420.918782250093,29256.056820445378,29338.490270357022,237.0
2025-08-12 15:35:31,29338.490270357022,29351.73320867983,29282.958117899514,29296.18195890839,88.0
2025-08-12 15:36:31,29296.18195890839,29316.843154091275,29294.072116966538,29314.731976220915,51.0
2025-08-12 15:37:31,29314.731976220915,29352.7045558613,29271.06347806651,29309.02866997943,155.0
2025-08-12 15:38:31,29309.02866997943,29482.19697929127,29259.024777726852,29431.983315131973,78.0
2025-08-12 15:39:31,29431.983315131973,29557.79606311298,29399.0341897733,29524.7430931197,145.0
2025-08-12 15:40:31,29524.7430931197,29556.30905955817,29515.97672831595,29547.535927200235,99.0
2025-08-12 15:41:31,29547.535927200235,29587.33062389714,29462.74338579109,29502.47739754542,491.0
2025-08-12 15:42:31,29502.47739754542,29508.6925923439,29430.711188576068,29436.91257103726,92.0
2025-08-12 15:43:31,29436.91257103726,29540.21351495842,29403.901103381206,29507.12331079903,332.0
2025-08-12 15:44:31,29507.12331079903,29565.805911507447,29463.973413715525,29522.633333260957,208.0
2025-08-12 15:45:31,29522.633333260957,29574.909656280677,29498.74377389725,29550.99714506988,128.0
2025-08-12 15:46:31,29550.99714506988,29553.817463823758,29445.257811337746,29448.068306662255,365.0
2025-08-12 15:47:31,29448.068306662255,29574.621302046493,29376.32174971026,29502.741540558003,486.0
2025-08-12 15:48:31,29502.741540558003,29558.606868384024,29473.728073112772,29529.567020333347,405.0
2025-08-12 15:49:31,29529.567020333347,29549.876308762905,29443.794480693658,29464.05871505705,488.0
